symbol,date,open,high,low,close,prev_close,total_trade,volume,delivery_qty,delivery_per,vwap
POONAWALLA,2025-04-09,353.0,354.45,346.75,352.25,354.5,22252,1114918,417467,37.44,350.84
POONAWALLA,2025-04-11,356.0,367.9,356.0,366.3,352.25,22414,1813078,638456,35.21,361.92
POONAWALLA,2025-04-15,374.5,384.9,369.65,382.25,366.3,30227,2721886,1003875,36.88,376.54
POONAWALLA,2025-04-16,386.0,386.8,379.4,383.8,382.25,20146,1807101,636420,35.22,383.23
POONAWALLA,2025-04-17,385.7,391.0,383.25,384.65,383.8,17068,1642443,646234,39.35,386.17
POONAWALLA,2025-04-21,386.55,399.6,384.1,396.65,384.65,24083,1931086,999791,51.77,393.07
POONAWALLA,2025-04-22,396.65,408.4,393.25,407.65,396.65,28438,2802135,1236423,44.12,404.11
POONAWALLA,2025-04-23,408.8,416.75,397.6,402.7,407.65,30049,2622945,884352,33.72,406.28
POONAWALLA,2025-04-24,403.0,405.7,394.05,396.35,402.7,33025,2720935,1018206,37.42,399.63
POONAWALLA,2025-04-25,397.9,398.9,378.0,380.4,396.35,37053,2847797,1018244,35.76,386.25
POONAWALLA,2025-04-28,369.0,387.0,363.5,385.65,380.4,46258,4331799,893877,20.64,375.81
POONAWALLA,2025-04-29,385.6,391.0,381.2,383.8,385.65,25829,2550064,1034460,40.57,385.84
POONAWALLA,2025-04-30,385.0,388.45,372.35,375.25,383.8,16233,1284119,549241,42.77,380.5
RECLTD,2025-04-01,425.85,432.35,415.05,416.9,429.2,66436,5586002,2506554,44.87,421.13
RECLTD,2025-04-02,419.95,425.6,409.5,424.55,416.9,75008,7091444,2952975,41.64,420.24
RECLTD,2025-04-03,419.0,431.55,417.0,425.45,424.55,66306,7494342,3579825,47.77,426.44
RECLTD,2025-04-04,424.95,425.0,401.1,403.4,425.45,221257,9757931,4117496,42.2,408.58
RECLTD,2025-04-07,367.95,387.0,366.55,384.35,403.4,195351,20170600,8951501,44.38,376.01
RECLTD,2025-04-08,390.0,402.35,389.75,395.85,384.35,73220,8299658,3168806,38.18,395.62
RECLTD,2025-04-09,395.7,397.0,384.5,389.45,395.85,68350,6447517,2345579,36.38,389.71
RECLTD,2025-04-11,404.95,405.7,396.45,402.25,389.45,103582,9084693,4940606,54.38,401.77
RECLTD,2025-04-15,411.0,424.75,407.45,423.3,402.25,88948,7317427,3184963,43.53,417.31
RECLTD,2025-04-16,423.6,426.5,420.15,424.8,423.3,77941,5841975,2367286,40.52,423.34
RECLTD,2025-04-17,424.0,431.4,421.2,428.6,424.8,63291,6325350,2860904,45.23,426.84
RECLTD,2025-04-21,432.0,444.35,427.6,442.6,428.6,88188,8148218,3904908,47.92,437.21
RECLTD,2025-04-22,444.4,446.0,436.7,440.4,442.6,47024,4790660,1799918,37.57,442.25
RECLTD,2025-04-23,440.15,448.0,429.45,440.8,440.4,51042,6888145,2897282,42.06,437.81
RECLTD,2025-04-24,438.5,444.9,437.0,439.95,440.8,58721,6904893,4092954,59.28,441.11
RECLTD,2025-04-25,440.0,443.2,419.15,422.2,439.95,84772,8944833,4160825,46.52,427.17
RECLTD,2025-04-28,424.5,434.2,421.9,433.05,422.2,43387,4586239,1631043,35.56,429.1
RECLTD,2025-04-29,433.8,441.3,428.1,430.4,433.05,50566,4863017,2162243,44.46,432.64
RECLTD,2025-04-30,428.5,432.45,415.5,420.1,430.4,59557,6432452,3504551,54.48,423.77
RELIANCE,2025-04-01,1264.6,1277.9,1249.3,1252.6,1275.1,260862,12099648,6434612,53.18,1260.72
RELIANCE,2025-04-02,1247.55,1255.55,1243.9,1251.15,1252.6,177979,10142590,7214275,71.13,1251.04
RELIANCE,2025-04-03,1233.05,1251.8,1233.05,1248.7,1251.15,146316,7434366,4603545,61.92,1246.31
RELIANCE,2025-04-04,1241.1,1245.45,1193.15,1204.7,1248.7,542347,17908652,11344617,63.35,1206.62
RELIANCE,2025-04-07,1132.2,1171.25,1114.85,1165.7,1204.7,677564,22156106,14572975,65.77,1150.54
RELIANCE,2025-04-08,1172.0,1196.6,1163.3,1182.2,1165.7,314171,19555040,10471288,53.55,1179.5
RELIANCE,2025-04-09,1169.5,1189.8,1168.0,1185.35,1182.2,193325,10223104,5995139,58.64,1183.08
RELIANCE,2025-04-11,1195.15,1222.65,1195.15,1218.95,1185.35,187059,11224242,6266581,55.83,1214.05
RELIANCE,2025-04-15,1251.0,1251.0,1237.1,1240.1,1218.95,199888,13378535,9193395,68.72,1242.83
RELIANCE,2025-04-16,1234.1,1240.9,1229.0,1239.3,1240.1,164065,8248464,5188216,62.9,1235.61
RELIANCE,2025-04-17,1240.2,1280.2,1227.6,1274.5,1239.3,321235,15398401,8657714,56.22,1260.38
RELIANCE,2025-04-21,1270.0,1300.9,1267.0,1295.5,1274.5,257857,10429964,6583600,63.12,1291.47
RELIANCE,2025-04-22,1300.0,1303.9,1286.3,1291.2,1295.5,229331,13051707,9226837,70.69,1295.99
RELIANCE,2025-04-23,1297.0,1306.0,1285.4,1300.0,1291.2,232149,10480888,6681779,63.75,1297.08
RELIANCE,2025-04-24,1292.4,1304.5,1290.3,1301.6,1300.0,181309,10468940,7034174,67.19,1298.32
RELIANCE,2025-04-25,1303.5,1325.2,1288.1,1300.4,1301.6,307093,14431012,6943157,48.11,1303.3
RELIANCE,2025-04-28,1340.0,1374.6,1320.2,1368.8,1300.4,893347,31104496,17939278,57.67,1355.02
RELIANCE,2025-04-29,1371.0,1410.9,1370.0,1399.7,1368.8,680195,32538970,21685829,66.65,1395.77
RELIANCE,2025-04-30,1402.0,1412.4,1369.0,1405.0,1399.7,598769,25480745,18305940,71.84,1404.87
POLYCAB,2025-04-01,5091.0,5159.7,5062.45,5102.6,5147.95,28588,281666,117719,41.79,5106.07
POLYCAB,2025-04-02,5112.0,5305.0,4985.0,5285.75,5102.6,63214,661417,247994,37.49,5175.31
POLYCAB,2025-04-03,5200.0,5264.9,5164.6,5203.75,5285.75,30714,320013,85943,26.86,5206.73
POLYCAB,2025-04-04,5203.0,5203.0,4981.0,5040.75,5203.75,35616,421875,169994,40.29,5048.66
POLYCAB,2025-04-07,4650.0,4964.0,4567.0,4934.6,5040.75,50734,497046,192333,38.7,4811.53
POLYCAB,2025-04-08,4990.0,5100.0,4925.0,4986.15,4934.6,31661,283588,101286,35.72,4990.18
POLYCAB,2025-04-09,4985.6,5028.3,4890.0,5005.0,4986.15,24050,195312,62552,32.03,4974.19
POLYCAB,2025-04-11,5090.0,5178.7,5045.0,5093.25,5005.0,34522,338270,126913,37.52,5106.59
POLYCAB,2025-04-15,5180.0,5261.5,5124.0,5249.5,5093.25,53472,383428,197195,51.43,5219.2
POLYCAB,2025-04-16,5258.0,5335.0,5222.5,5299.5,5249.5,45053,301161,114702,38.09,5292.85
POLYCAB,2025-04-17,5288.0,5336.5,5245.5,5293.0,5299.5,33885,259527,108732,41.9,5298.83
POLYCAB,2025-04-21,5301.0,5438.0,5280.0,5412.5,5293.0,32351,224054,99725,44.51,5372.43
POLYCAB,2025-04-22,5450.5,5569.0,5436.5,5506.0,5412.5,63358,633870,342205,53.99,5523.24
POLYCAB,2025-04-23,5585.0,5625.5,5462.0,5614.5,5506.0,41169,374348,119505,31.92,5565.64
POLYCAB,2025-04-24,5614.5,5630.0,5490.0,5512.5,5614.5,40030,264678,116161,43.89,5557.07
POLYCAB,2025-04-25,5540.0,5585.0,5386.0,5507.0,5512.5,59580,669725,361674,54.0,5486.07
POLYCAB,2025-04-28,5483.5,5617.5,5455.5,5598.0,5507.0,41882,278907,122999,44.1,5552.94
POLYCAB,2025-04-29,5598.0,5694.0,5553.5,5570.5,5598.0,32336,264199,118614,44.9,5597.64
POLYCAB,2025-04-30,5570.5,5604.0,5464.0,5520.0,5570.5,37688,248922,124000,49.81,5544.29
SHRIRAMFIN,2025-04-01,652.0,653.9,633.9,637.45,656.0,137524,7600903,4769822,62.75,642.0
SHRIRAMFIN,2025-04-02,640.0,644.0,630.5,639.4,637.45,78176,4387926,2538745,57.86,637.02
SHRIRAMFIN,2025-04-03,633.0,660.55,632.0,654.15,639.4,90494,3704676,1538286,41.52,652.54
SHRIRAMFIN,2025-04-04,655.5,665.0,649.5,653.6,654.15,111836,5191619,2584638,49.78,655.91
SHRIRAMFIN,2025-04-07,596.0,629.95,589.25,614.0,653.6,243610,15188995,8677489,57.13,606.8
SHRIRAMFIN,2025-04-08,623.7,648.3,623.05,641.45,614.0,181964,10415072,5302576,50.91,640.81
SHRIRAMFIN,2025-04-09,647.95,647.95,619.0,624.55,641.45,208861,9235529,4871002,52.74,628.72
SHRIRAMFIN,2025-04-11,627.0,648.65,627.0,638.8,624.55,114415,7102851,4568981,64.33,640.21
SHRIRAMFIN,2025-04-15,651.95,674.55,649.15,672.0,638.8,128907,6085948,3303774,54.29,666.92
SHRIRAMFIN,2025-04-16,672.65,678.0,662.45,676.05,672.0,118485,6571065,4200282,63.92,671.73
SHRIRAMFIN,2025-04-17,677.0,695.65,668.55,691.75,676.05,115239,5771289,2438326,42.25,684.33
SHRIRAMFIN,2025-04-21,698.75,717.5,690.5,703.0,691.75,141245,6740583,3062247,45.43,704.28
SHRIRAMFIN,2025-04-22,703.0,709.95,700.0,703.5,703.0,113274,3672514,2035881,55.44,704.21
SHRIRAMFIN,2025-04-23,709.5,713.8,685.9,703.9,703.5,122277,5442424,2925580,53.76,699.72
SHRIRAMFIN,2025-04-24,704.0,705.5,694.5,696.65,703.9,101839,5010172,2861705,57.12,697.91
SHRIRAMFIN,2025-04-25,698.9,705.6,635.0,655.2,696.65,179191,9784886,4804118,49.1,671.32
SHRIRAMFIN,2025-04-28,622.7,630.4,596.15,622.0,655.2,413827,32221482,13979613,43.39,615.75
SHRIRAMFIN,2025-04-29,625.0,630.8,610.2,614.7,622.0,161036,10387632,5239063,50.44,617.17
SHRIRAMFIN,2025-04-30,614.7,621.8,606.5,611.7,614.7,157474,7374108,4193488,56.87,613.0
SBICARD,2025-04-01,881.0,881.0,848.85,862.1,881.1,56378,984809,386465,39.24,863.17
SBICARD,2025-04-02,861.0,865.0,853.8,857.0,862.1,37489,871819,509772,58.47,860.11
SBICARD,2025-04-03,850.85,856.75,845.95,850.3,857.0,26630,433635,206342,47.58,851.51
SBICARD,2025-04-04,850.3,852.9,835.65,848.0,850.3,41759,1631537,967355,59.29,841.96
SBICARD,2025-04-07,763.5,828.9,763.5,812.05,848.0,62392,1178513,540584,45.87,809.96
SBICARD,2025-04-08,817.0,850.95,817.0,846.5,812.05,51212,1492773,616988,41.33,842.78
SBICARD,2025-04-09,840.2,851.8,823.65,846.55,846.5,28821,555697,201988,36.35,842.81
SBICARD,2025-04-11,850.0,856.55,847.65,852.0,846.55,21644,454015,247334,54.48,851.93
SBICARD,2025-04-15,861.3,884.0,857.8,882.4,852.0,43893,1014687,603668,59.49,875.41
SBICARD,2025-04-16,882.3,890.55,877.0,888.65,882.4,55749,916012,432531,47.22,885.26
SBICARD,2025-04-17,888.0,908.0,882.25,906.35,888.65,62624,1615410,920981,57.01,900.55
SBICARD,2025-04-21,906.3,926.0,904.5,909.65,906.35,60041,1435497,658110,45.85,914.71
SBICARD,2025-04-22,910.0,922.9,896.4,915.8,909.65,64531,1623415,905205,55.76,909.03
SBICARD,2025-04-23,914.8,921.55,901.3,915.9,915.8,43840,1063725,434238,40.82,912.93
SBICARD,2025-04-24,911.0,930.65,907.5,926.55,915.9,52144,1450145,748129,51.59,921.23
SBICARD,2025-04-25,875.0,898.95,860.0,867.55,926.55,114894,5917555,2963210,50.07,874.25
SBICARD,2025-04-28,866.05,871.7,853.7,863.9,867.55,46256,2120720,1313275,61.93,862.74
SBICARD,2025-04-29,863.5,886.6,861.2,878.4,863.9,63984,1627262,1011218,62.14,878.48
SBICARD,2025-04-30,876.45,883.0,865.8,873.55,878.4,45780,1227691,838978,68.34,876.59
SAIL,2025-04-01,114.35,117.45,113.42,116.88,115.18,56150,15958627,4055742,25.41,115.76
SAIL,2025-04-02,116.88,119.2,114.25,118.7,116.88,71175,21075705,7801217,37.02,117.42
SAIL,2025-04-03,117.3,119.63,116.84,118.54,118.7,60562,14441562,4980778,34.49,118.37
SAIL,2025-04-04,117.58,117.93,112.01,112.6,118.54,92584,33987192,17095645,50.3,113.35
SAIL,2025-04-07,101.34,106.14,101.34,104.63,112.6,129874,28546459,9049362,31.7,103.95
SAIL,2025-04-08,107.45,108.14,102.75,104.83,104.63,93309,21280686,5526351,25.97,105.07
SAIL,2025-04-09,104.0,105.4,101.13,104.97,104.83,68811,20223188,3781249,18.7,103.11
SAIL,2025-04-11,107.84,110.2,107.0,108.34,104.97,64927,20467580,5309159,25.94,108.66
SAIL,2025-04-15,110.21,113.72,109.66,113.25,108.34,71309,18332836,5759633,31.42,112.07
SAIL,2025-04-16,113.0,116.28,111.9,115.3,113.25,63224,20145548,4320300,21.45,114.05
SAIL,2025-04-17,114.5,115.84,113.05,113.96,115.3,68060,18855830,6640810,35.22,114.45
SAIL,2025-04-21,113.96,117.15,112.8,115.99,113.96,65784,17894053,5878868,32.85,115.62
SAIL,2025-04-22,118.34,118.99,115.45,115.98,115.99,74141,24367181,6846400,28.1,117.06
SAIL,2025-04-23,116.86,117.35,114.39,116.76,115.98,60578,15425789,4646511,30.12,116.12
SAIL,2025-04-24,116.51,118.54,116.2,118.03,116.76,52160,17054911,5773769,33.85,117.73
SAIL,2025-04-25,118.6,120.35,113.39,114.81,118.03,88964,24605025,5531553,22.48,116.13
SAIL,2025-04-28,115.0,117.79,114.43,116.77,114.81,50361,10864579,3073952,28.29,116.6
SAIL,2025-04-29,116.75,118.3,115.0,115.28,116.77,43977,12258150,4028080,32.86,116.29
SAIL,2025-04-30,114.99,115.75,112.86,113.71,115.28,38148,10657286,3997253,37.51,114.58
SUNPHARMA,2025-04-01,1731.0,1733.95,1681.6,1698.35,1734.7,177054,4142445,2764836,66.74,1703.36
SUNPHARMA,2025-04-02,1695.0,1718.45,1685.9,1713.65,1698.35,109070,3369489,2592204,76.93,1708.74
SUNPHARMA,2025-04-03,1755.0,1812.7,1750.0,1770.0,1713.65,228089,5715573,3400689,59.5,1784.75
SUNPHARMA,2025-04-04,1778.85,1778.85,1658.05,1709.35,1770.0,228975,5345276,3082111,57.66,1703.68
SUNPHARMA,2025-04-07,1620.1,1692.0,1620.1,1666.35,1709.35,221015,5715334,3913806,68.48,1658.96
SUNPHARMA,2025-04-08,1645.0,1709.85,1645.0,1688.35,1666.35,115400,2807382,1337571,47.64,1686.6
SUNPHARMA,2025-04-09,1650.0,1679.75,1640.0,1652.2,1688.35,152924,3481864,2458178,70.6,1664.27
SUNPHARMA,2025-04-11,1710.0,1737.0,1682.1,1687.55,1652.2,244225,3801939,2416754,63.57,1698.06
SUNPHARMA,2025-04-15,1720.0,1724.5,1696.8,1705.0,1687.55,82756,1993085,1438361,72.17,1707.12
SUNPHARMA,2025-04-16,1691.1,1702.7,1682.1,1693.1,1705.0,106358,2205374,1554304,70.48,1689.8
SUNPHARMA,2025-04-17,1695.0,1758.0,1687.4,1751.5,1693.1,115404,2683908,1579682,58.86,1733.13
SUNPHARMA,2025-04-21,1761.0,1761.0,1731.3,1744.9,1751.5,68239,1539511,907556,58.95,1744.7
SUNPHARMA,2025-04-22,1751.0,1755.0,1734.5,1747.4,1744.9,51087,961907,509668,52.99,1744.4
SUNPHARMA,2025-04-23,1754.2,1791.3,1742.1,1788.8,1747.4,60572,1471029,821857,55.87,1775.91
SUNPHARMA,2025-04-24,1790.0,1807.9,1773.9,1803.9,1788.8,82971,2101177,1240436,59.04,1795.82
SUNPHARMA,2025-04-25,1806.0,1815.5,1764.2,1787.4,1803.9,88999,2036801,1149628,56.44,1786.91
SUNPHARMA,2025-04-28,1787.4,1846.0,1781.2,1841.6,1787.4,114701,3216482,2348194,73.01,1830.08
SUNPHARMA,2025-04-29,1845.0,1846.0,1797.0,1805.5,1841.6,125295,2886160,1901355,65.88,1816.34
SUNPHARMA,2025-04-30,1810.0,1838.9,1803.3,1832.3,1805.5,99419,2667314,1702688,63.84,1830.15
SIEMENS,2025-04-01,5240.0,5355.0,5200.0,5229.95,5275.35,37187,329971,149930,45.44,5259.5
SIEMENS,2025-04-02,5230.0,5301.0,5142.0,5282.85,5229.95,46564,372359,174014,46.73,5236.19
SIEMENS,2025-04-03,5201.0,5324.0,5201.0,5248.55,5282.85,55185,397529,233854,58.83,5262.34
SIEMENS,2025-04-04,5287.45,5287.45,4851.05,4928.15,5248.55,88854,1097495,681112,62.06,4973.35
SIEMENS,2025-04-07,2450.0,3087.0,2450.0,2812.45,4928.15,200607,2716014,800241,29.46,2861.09
SIEMENS,2025-04-08,2938.35,3031.0,2750.0,2763.45,2812.45,213184,2603929,572531,21.99,2825.39
SIEMENS,2025-04-09,2789.0,2791.95,2667.8,2715.85,2763.45,99065,866126,192767,22.26,2720.04
SIEMENS,2025-04-11,2813.0,2813.0,2710.05,2727.8,2715.85,90099,784039,235643,30.06,2744.06
SIEMENS,2025-04-15,2798.0,2850.0,2741.5,2839.5,2727.8,64728,872503,322783,37.0,2805.68
SIEMENS,2025-04-16,2860.0,2904.5,2799.0,2811.5,2839.5,81882,865906,337991,39.03,2836.68
SIEMENS,2025-04-17,2813.5,2850.0,2770.0,2810.0,2811.5,52877,537062,202656,37.73,2815.45
SIEMENS,2025-04-21,2846.0,2847.0,2744.0,2827.0,2810.0,53123,653092,215082,32.93,2806.91
SIEMENS,2025-04-22,2840.5,2879.5,2813.0,2856.5,2827.0,56951,576915,228058,39.53,2851.6
SIEMENS,2025-04-23,2875.0,2915.0,2841.5,2872.0,2856.5,53497,607062,213270,35.13,2877.1
SIEMENS,2025-04-24,2885.0,2923.5,2870.0,2903.5,2872.0,41510,453763,173512,38.24,2898.88
SIEMENS,2025-04-25,2905.0,2918.5,2767.0,2833.5,2903.5,70039,776070,340421,43.86,2824.96
SIEMENS,2025-04-28,2833.5,2926.5,2833.0,2916.5,2833.5,42816,460919,204181,44.3,2889.55
SIEMENS,2025-04-29,2931.5,2988.0,2904.0,2930.0,2916.5,81083,674757,290131,43.0,2949.35
SIEMENS,2025-04-30,2939.0,2945.5,2857.0,2901.5,2930.0,44735,512358,244409,47.7,2889.83
SJVN,2025-04-01,91.5,92.95,90.56,91.29,91.59,25517,6079541,2050542,33.73,91.67
SJVN,2025-04-02,91.95,93.6,89.7,93.32,91.29,30236,6696982,1492052,22.28,92.06
SJVN,2025-04-03,92.84,96.0,92.5,95.77,93.32,30008,8044837,2542009,31.6,94.88
SJVN,2025-04-04,95.95,96.12,91.73,92.42,95.77,34787,6542740,2070435,31.64,93.17
SJVN,2025-04-07,83.17,90.0,83.17,88.91,92.42,45559,6304022,1743413,27.66,87.42
SJVN,2025-04-08,91.08,92.06,89.53,90.6,88.91,23637,4027939,1242869,30.86,90.74
SJVN,2025-04-09,90.59,90.75,89.03,90.03,90.6,17995,2524732,635142,25.16,89.96
SJVN,2025-04-11,92.01,92.5,90.5,91.43,90.03,18224,3123108,1084568,34.73,91.46
SJVN,2025-04-15,92.52,94.45,92.34,94.11,91.43,25018,4722031,2238771,47.41,93.96
SJVN,2025-04-16,94.12,95.55,93.85,95.03,94.11,37014,5980819,2052616,34.32,94.91
SJVN,2025-04-17,94.99,95.69,93.41,94.18,95.03,27075,4951325,1763662,35.62,94.49
SJVN,2025-04-21,94.65,96.4,93.81,95.87,94.18,27229,6038998,2433572,40.3,95.58
SJVN,2025-04-22,96.3,100.9,95.16,99.1,95.87,71878,23034145,5890281,25.57,99.53
SJVN,2025-04-23,100.0,100.87,97.5,100.01,99.1,42754,10896395,2973331,27.29,99.41
SJVN,2025-04-24,99.85,101.78,98.51,98.77,100.01,48284,11489970,3389226,29.5,100.36
SJVN,2025-04-25,99.46,99.8,93.52,96.64,98.77,51368,11624755,3317242,28.54,95.92
SJVN,2025-04-28,96.0,98.1,95.2,98.01,96.64,31894,5850616,1709291,29.22,97.28
SJVN,2025-04-29,98.05,99.48,96.48,96.77,98.01,26950,5139780,1686005,32.8,97.83
SJVN,2025-04-30,96.77,96.82,93.27,94.03,96.77,27560,4504690,1692040,37.56,95.31
SHREECEM,2025-04-01,30546.15,30609.45,30057.15,30246.4,30502.95,8623,19571,8636,44.13,30404.5
SHREECEM,2025-04-02,30498.8,30499.0,30037.05,30273.4,30246.4,16504,52150,35356,67.8,30259.34
SHREECEM,2025-04-03,30000.0,31139.95,29900.05,30902.0,30273.4,10656,26224,12003,45.77,30718.5
SHREECEM,2025-04-04,30902.0,31000.0,30513.5,30694.5,30902.0,6909,14821,7338,49.51,30754.91
SHREECEM,2025-04-07,29600.3,30247.9,29390.0,29751.55,30694.5,18520,54086,31797,58.79,29711.72
SHREECEM,2025-04-08,30247.0,30594.95,30165.8,30433.2,29751.55,17109,42775,29324,68.55,30376.46
SHREECEM,2025-04-09,30409.05,30638.05,30128.95,30370.25,30433.2,13056,39073,26513,67.86,30407.97
SHREECEM,2025-04-11,30638.0,30709.95,29755.0,30107.95,30370.25,13206,32572,17077,52.43,30155.7
SHREECEM,2025-04-15,31000.0,31245.0,30155.0,31125.0,30107.95,16551,39498,20835,52.75,30714.29
SHREECEM,2025-04-16,31000.0,31290.0,30590.0,30800.0,31125.0,9639,25525,13502,52.9,30858.54
SHREECEM,2025-04-17,30795.0,31090.0,30525.0,31000.0,30800.0,16358,36538,21103,57.76,30804.66
SHREECEM,2025-04-21,31000.0,31415.0,30720.0,31155.0,31000.0,13755,28359,13855,48.86,31070.79
SHREECEM,2025-04-22,31290.0,31385.0,30800.0,30910.0,31155.0,19585,45981,26736,58.15,31056.0
SHREECEM,2025-04-23,30910.0,31135.0,30280.0,30365.0,30910.0,12225,27170,15534,57.17,30638.34
SHREECEM,2025-04-24,30535.0,30850.0,30260.0,30705.0,30365.0,15896,55566,35150,63.26,30596.98
SHREECEM,2025-04-25,30990.0,30990.0,29955.0,30540.0,30705.0,11290,26946,12476,46.3,30357.27
SHREECEM,2025-04-28,30540.0,30830.0,30330.0,30400.0,30540.0,7008,22491,12383,55.06,30440.97
SHREECEM,2025-04-29,30780.0,30780.0,29690.0,30025.0,30400.0,13363,25432,11147,43.83,30008.26
SHREECEM,2025-04-30,30190.0,30430.0,29540.0,29710.0,30025.0,12481,22258,12067,54.21,29953.12
SOLARINDS,2025-04-01,11330.6,11419.8,11090.35,11131.6,11244.0,15879,74995,27294,36.39,11273.55
SOLARINDS,2025-04-02,11131.6,11221.6,11050.1,11194.95,11131.6,12281,55759,24811,44.5,11146.23
SOLARINDS,2025-04-03,11190.05,11341.0,11177.0,11293.6,11194.95,11030,46220,19603,42.41,11277.97
SOLARINDS,2025-04-04,11215.05,11329.75,10913.2,10987.1,11293.6,12757,55500,21967,39.58,11045.65
SOLARINDS,2025-04-07,10283.0,10807.95,9888.4,10645.25,10987.1,28030,139771,54711,39.14,10551.83
SOLARINDS,2025-04-08,10879.9,10999.0,10608.0,10930.75,10645.25,17261,79486,36008,45.3,10817.03
SOLARINDS,2025-04-09,10930.0,10991.75,10802.2,10873.55,10930.75,12035,38765,15746,40.62,10887.05
SOLARINDS,2025-04-11,11091.0,11411.0,11091.0,11317.05,10873.55,20220,91401,47897,52.4,11295.33
SOLARINDS,2025-04-15,11517.0,11985.0,11469.0,11945.0,11317.05,26486,104614,48219,46.09,11786.98
SOLARINDS,2025-04-16,12000.0,12175.0,11934.0,12128.0,11945.0,19368,91692,44729,48.78,12073.79
SOLARINDS,2025-04-17,12128.0,12349.0,12051.0,12233.0,12128.0,19263,90971,37049,40.73,12246.76
SOLARINDS,2025-04-21,12270.0,12522.0,12270.0,12475.0,12233.0,15025,60960,29628,48.6,12447.63
SOLARINDS,2025-04-22,12601.0,12898.0,12529.0,12834.0,12475.0,24181,86725,34791,40.12,12753.62
SOLARINDS,2025-04-23,12973.0,13155.0,12888.0,13084.0,12834.0,33410,139212,65205,46.84,13040.65
SOLARINDS,2025-04-24,13148.0,13287.0,12980.0,13247.0,13084.0,21191,92083,36637,39.79,13121.54
SOLARINDS,2025-04-25,13254.0,13300.0,12641.0,12757.0,13247.0,31881,107402,43629,40.62,12837.44
SOLARINDS,2025-04-28,12757.0,13174.0,12716.0,13123.0,12757.0,26696,108764,45135,41.5,13025.07
SOLARINDS,2025-04-29,13190.0,13664.0,13150.0,13452.0,13123.0,50156,202435,72962,36.04,13468.38
SOLARINDS,2025-04-30,13461.0,13548.0,13075.0,13172.0,13452.0,26097,94250,49311,52.32,13274.78
TATACONSUM,2025-04-01,1003.0,1014.55,989.25,992.25,1001.9,37298,1045548,584526,55.91,999.17
TATACONSUM,2025-04-02,1018.0,1073.15,1015.0,1062.7,992.25,219419,8717812,1900468,21.8,1058.24
TATACONSUM,2025-04-03,1049.9,1075.25,1048.1,1071.0,1062.7,56627,1595000,759808,47.64,1068.54
TATACONSUM,2025-04-04,1065.45,1095.55,1062.9,1087.85,1071.0,117334,4089261,1876855,45.9,1087.37
TATACONSUM,2025-04-07,1019.0,1077.7,1019.0,1047.35,1087.85,133539,3200820,1934949,60.45,1048.84
TATACONSUM,2025-04-08,1056.0,1073.5,1044.75,1069.75,1047.35,65161,1444712,785439,54.37,1060.48
TATACONSUM,2025-04-09,1062.0,1092.95,1060.05,1089.75,1069.75,84220,2274161,1471783,64.72,1084.48
TATACONSUM,2025-04-11,1125.0,1126.0,1093.75,1097.9,1089.75,60151,1888677,1202326,63.66,1103.62
TATACONSUM,2025-04-15,1108.3,1111.0,1094.1,1103.4,1097.9,39828,1023355,660765,64.57,1101.89
TATACONSUM,2025-04-16,1094.1,1108.9,1086.8,1105.9,1103.4,34203,679360,311533,45.86,1099.96
TATACONSUM,2025-04-17,1104.0,1133.8,1094.5,1120.2,1105.9,79947,1541674,839245,54.44,1117.53
TATACONSUM,2025-04-21,1120.2,1129.5,1102.4,1121.0,1120.2,36968,692767,308613,44.55,1120.22
TATACONSUM,2025-04-22,1121.7,1149.0,1118.2,1136.7,1121.0,59611,1231830,537892,43.67,1138.39
TATACONSUM,2025-04-23,1143.0,1156.6,1132.6,1150.1,1136.7,63417,1760325,784293,44.55,1144.21
TATACONSUM,2025-04-24,1151.0,1168.9,1098.3,1161.3,1150.1,193964,5766752,1709984,29.65,1140.39
TATACONSUM,2025-04-25,1160.2,1165.0,1130.7,1155.7,1161.3,78220,1451946,710640,48.94,1153.03
TATACONSUM,2025-04-28,1146.1,1162.5,1145.0,1155.2,1155.7,45266,663435,357149,53.83,1155.44
TATACONSUM,2025-04-29,1155.2,1174.1,1149.9,1168.9,1155.2,72564,1439143,863755,60.02,1162.42
TATACONSUM,2025-04-30,1174.7,1180.5,1152.4,1165.8,1168.9,64157,1477319,808032,54.7,1166.76
TATAELXSI,2025-04-01,5195.6,5199.0,5042.0,5069.6,5214.6,61271,424060,151832,35.8,5106.86
TATAELXSI,2025-04-02,5092.15,5238.2,5044.35,5229.95,5069.6,41363,278492,93863,33.7,5165.97
TATAELXSI,2025-04-03,5180.0,5244.55,5111.45,5194.4,5229.95,41135,306377,90902,29.67,5189.2
TATAELXSI,2025-04-04,5180.0,5183.25,5004.35,5056.65,5194.4,53977,323433,142237,43.98,5067.28
TATAELXSI,2025-04-07,4790.0,4900.0,4700.0,4808.3,5056.65,61072,345270,92395,26.76,4776.76
TATAELXSI,2025-04-08,4910.05,5014.25,4760.0,4869.4,4808.3,37228,246320,55478,22.52,4865.67
TATAELXSI,2025-04-09,4857.0,4870.0,4729.05,4755.75,4869.4,31417,206934,76714,37.07,4776.24
TATAELXSI,2025-04-11,4762.0,4897.0,4709.0,4752.05,4755.75,38496,308561,105431,34.17,4784.26
TATAELXSI,2025-04-15,4849.0,4973.5,4801.0,4931.0,4752.05,49817,334703,115459,34.5,4882.62
